mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_subsample;param_objective;param_n_estimators;param_min_child_weight;param_max_depth;param_learning_rate;param_colsample_bytree;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;mean_test_score;std_test_score;rank_test_score
9.711;0.145;0.027;0.005;1.0;reg:squarederror;200;1;7;0.25;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.157;-0.168;-0.183;-0.268;-0.194;0.044;256
4.096;0.104;0.032;0.007;1.0;reg:squarederror;200;1;9;0.25;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.155;-0.155;-0.194;-0.272;-0.194;0.048;257
2.529;0.042;0.015;0.004;0.8;reg:squarederror;100;1;3;0.5;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.204;-0.127;-0.172;-0.275;-0.194;0.054;258
2.164;0.068;0.016;0.003;1.0;reg:squarederror;200;5;3;0.5;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.204;-0.141;-0.200;-0.238;-0.196;0.035;259
2.039;0.067;0.021;0.003;0.8;reg:squarederror;100;3;9;0.25;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.171;-0.166;-0.199;-0.254;-0.197;0.035;260
4.292;0.079;0.024;0.009;0.8;reg:squarederror;200;5;5;0.25;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.191;-0.183;-0.181;-0.236;-0.198;0.023;261
4.039;0.089;0.015;0.002;0.5;reg:squarederror;200;1;3;0.25;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.194;-0.137;-0.219;-0.241;-0.198;0.039;262
6.768;0.063;0.027;0.007;1.0;reg:squarederror;200;10;7;0.25;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.200;-0.163;-0.176;-0.260;-0.200;0.037;263
3.415;0.043;0.028;0.005;0.8;reg:squarederror;200;1;7;0.25;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.208;-0.163;-0.195;-0.263;-0.207;0.036;264
3.071;0.039;0.013;0.001;0.5;reg:squarederror;100;10;5;0.25;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.206;-0.181;-0.187;-0.272;-0.212;0.036;265
2.643;0.073;0.025;0.005;0.5;reg:squarederror;200;10;5;0.25;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.183;-0.200;-0.181;-0.295;-0.215;0.047;266
1.648;0.060;0.018;0.002;0.5;reg:squarederror;100;10;7;0.25;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.180;-0.157;-0.173;-0.365;-0.219;0.085;267
1.761;0.085;0.012;0.002;0.8;reg:squarederror;100;1;3;0.5;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.187;-0.165;-0.230;-0.300;-0.220;0.052;268
3.596;0.058;0.018;0.002;0.7;reg:squarederror;100;5;9;0.25;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.218;-0.186;-0.167;-0.316;-0.222;0.057;269
7.052;0.067;0.021;0.001;0.7;reg:squarederror;200;3;5;0.25;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.248;-0.219;-0.187;-0.258;-0.228;0.028;270
1.404;0.047;0.015;0.002;1.0;reg:squarederror;100;3;5;0.5;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.191;-0.223;-0.238;-0.277;-0.232;0.031;271
5.253;0.111;0.016;0.002;0.7;reg:squarederror;100;10;7;0.25;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.220;-0.218;-0.225;-0.273;-0.234;0.023;272
6.415;0.081;0.020;0.002;0.7;reg:squarederror;200;5;5;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.226;-0.238;-0.233;-0.251;-0.237;0.009;273
11.515;0.168;0.041;0.005;0.7;reg:squarederror;200;10;9;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.239;-0.233;-0.252;-0.238;0.009;274
5.514;0.052;0.020;0.006;0.7;reg:squarederror;200;10;3;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.238;-0.234;-0.252;-0.238;0.009;275
12.225;0.320;0.028;0.003;0.7;reg:squarederror;200;3;7;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.239;-0.233;-0.252;-0.238;0.009;276
5.498;0.148;0.039;0.022;1.0;reg:squarederror;200;3;5;0.001;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.227;-0.239;-0.234;-0.252;-0.238;0.009;277
6.337;0.100;0.022;0.002;0.5;reg:squarederror;200;3;5;0.001;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.239;-0.234;-0.252;-0.238;0.009;278
4.864;0.143;0.017;0.002;0.7;reg:squarederror;200;3;3;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.239;-0.235;-0.252;-0.238;0.009;279
4.255;0.058;0.015;0.002;0.5;reg:squarederror;200;10;3;0.001;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.239;-0.234;-0.253;-0.238;0.009;280
3.341;0.053;0.016;0.003;0.5;reg:squarederror;200;5;3;0.001;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.239;-0.235;-0.253;-0.238;0.009;281
4.656;0.171;0.020;0.006;0.8;reg:squarederror;200;1;3;0.001;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.227;-0.239;-0.235;-0.252;-0.238;0.009;282
3.480;0.042;0.014;0.002;0.5;reg:squarederror;200;10;3;0.001;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.227;-0.239;-0.235;-0.253;-0.238;0.009;283
9.738;0.149;0.025;0.003;0.8;reg:squarederror;200;1;7;0.001;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.228;-0.240;-0.234;-0.252;-0.238;0.009;284
12.432;0.197;0.038;0.007;0.8;reg:squarederror;200;5;9;0.001;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.228;-0.240;-0.233;-0.253;-0.238;0.009;285
3.920;0.037;0.014;0.003;0.5;reg:squarederror;200;3;3;0.001;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.227;-0.239;-0.235;-0.253;-0.238;0.009;286
5.793;0.140;0.015;0.002;1.0;reg:squarederror;200;3;3;0.001;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.228;-0.240;-0.234;-0.252;-0.239;0.009;287
9.647;0.110;0.031;0.006;0.7;reg:squarederror;200;1;7;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.228;-0.240;-0.234;-0.253;-0.239;0.009;288
7.992;0.138;0.035;0.001;0.7;reg:squarederror;200;10;9;0.001;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.228;-0.239;-0.234;-0.253;-0.239;0.009;289
12.029;0.150;0.042;0.007;0.7;reg:squarederror;200;5;9;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.228;-0.240;-0.233;-0.254;-0.239;0.009;290
2.387;0.099;0.015;0.002;1.0;reg:squarederror;200;5;3;0.001;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.228;-0.240;-0.235;-0.253;-0.239;0.009;291
2.236;0.056;0.018;0.003;1.0;reg:squarederror;200;3;3;0.001;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.228;-0.240;-0.235;-0.253;-0.239;0.009;292
2.226;0.044;0.016;0.003;0.8;reg:squarederror;200;10;3;0.001;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.228;-0.239;-0.235;-0.254;-0.239;0.009;293
5.069;0.165;0.022;0.005;0.8;reg:squarederror;200;1;7;0.001;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.228;-0.240;-0.235;-0.253;-0.239;0.009;294
2.428;0.084;0.018;0.003;0.8;reg:squarederror;200;5;3;0.001;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.228;-0.240;-0.236;-0.254;-0.239;0.009;295
8.477;0.111;0.029;0.003;0.5;reg:squarederror;200;1;7;0.001;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.228;-0.241;-0.235;-0.254;-0.240;0.009;296
7.588;0.147;0.021;0.004;0.8;reg:squarederror;200;10;7;0.25;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.238;-0.212;-0.216;-0.293;-0.240;0.032;297
7.631;0.123;0.040;0.003;0.5;reg:squarederror;200;5;9;0.001;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.229;-0.241;-0.236;-0.255;-0.240;0.009;298
7.394;0.096;0.040;0.007;1.0;reg:squarederror;200;3;9;0.001;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.229;-0.241;-0.236;-0.254;-0.240;0.009;299
3.204;0.078;0.032;0.010;0.5;reg:squarederror;200;10;7;0.001;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.230;-0.241;-0.237;-0.255;-0.241;0.009;300
5.158;0.075;0.030;0.005;0.5;reg:squarederror;200;1;7;0.001;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.230;-0.241;-0.236;-0.256;-0.241;0.010;301
3.483;0.064;0.028;0.003;0.8;reg:squarederror;200;1;7;0.001;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.230;-0.241;-0.237;-0.256;-0.241;0.009;302
5.105;0.104;0.024;0.004;1.0;reg:squarederror;200;1;3;0.5;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.225;-0.181;-0.240;-0.318;-0.241;0.049;303
8.801;0.215;0.041;0.005;0.7;reg:squarederror;200;1;9;0.001;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.230;-0.242;-0.237;-0.255;-0.241;0.009;304
3.463;0.158;0.032;0.004;0.7;reg:squarederror;200;1;7;0.001;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.231;-0.241;-0.237;-0.256;-0.241;0.009;305
2.781;0.031;0.026;0.002;0.8;reg:squarederror;200;5;9;0.001;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.231;-0.241;-0.237;-0.256;-0.241;0.009;306
3.578;0.073;0.038;0.004;0.5;reg:squarederror;200;10;9;0.001;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.231;-0.241;-0.238;-0.256;-0.242;0.009;307
3.897;0.116;0.043;0.007;0.7;reg:squarederror;200;5;9;0.001;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.232;-0.241;-0.238;-0.256;-0.242;0.009;308
2.385;0.101;0.011;0.001;0.7;reg:squarederror;100;3;3;0.5;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.210;-0.178;-0.256;-0.325;-0.242;0.055;309
6.271;0.079;0.038;0.005;0.5;reg:squarederror;200;1;9;0.001;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.233;-0.243;-0.239;-0.259;-0.243;0.010;310
6.001;0.085;0.030;0.007;0.7;reg:squarederror;200;5;9;0.25;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.244;-0.208;-0.189;-0.349;-0.247;0.062;311
4.589;0.172;0.015;0.001;0.7;reg:squarederror;100;1;9;0.25;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.218;-0.195;-0.233;-0.357;-0.251;0.063;312
2.110;0.041;0.013;0.002;0.7;reg:squarederror;200;5;3;0.5;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.243;-0.204;-0.235;-0.339;-0.255;0.051;313
1.112;0.057;0.012;0.002;0.5;reg:squarederror;100;3;3;0.5;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.231;-0.215;-0.198;-0.386;-0.257;0.075;314
3.885;0.072;0.032;0.003;0.8;reg:squarederror;200;10;9;0.25;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.228;-0.244;-0.217;-0.341;-0.258;0.049;315
3.801;0.017;0.045;0.006;0.7;reg:squarederror;200;3;9;0.25;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.208;-0.237;-0.240;-0.368;-0.263;0.062;316
9.682;0.170;0.030;0.008;0.8;reg:squarederror;200;5;7;0.25;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.242;-0.216;-0.266;-0.347;-0.268;0.049;317
1.829;0.116;0.014;0.003;0.5;reg:squarederror;100;5;3;0.5;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.239;-0.276;-0.271;-0.296;-0.270;0.020;318
5.391;0.333;0.037;0.012;0.8;reg:squarederror;200;5;3;0.5;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.287;-0.212;-0.236;-0.366;-0.275;0.059;319
9.589;0.218;0.026;0.004;0.7;reg:squarederror;200;1;7;0.25;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.259;-0.266;-0.220;-0.364;-0.277;0.053;320
1.427;0.021;0.014;0.003;0.8;reg:squarederror;100;3;5;0.5;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.267;-0.210;-0.223;-0.419;-0.280;0.083;321
1.370;0.032;0.018;0.008;0.8;reg:squarederror;100;1;5;0.5;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.264;-0.270;-0.249;-0.352;-0.284;0.040;322
6.374;0.061;0.023;0.002;0.5;reg:squarederror;200;1;5;0.25;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.276;-0.275;-0.274;-0.318;-0.286;0.019;323
3.821;0.058;0.016;0.002;1.0;reg:squarederror;100;3;5;0.5;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.285;-0.257;-0.244;-0.367;-0.288;0.048;324
2.037;0.102;0.023;0.006;0.5;reg:squarederror;100;3;9;0.25;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.223;-0.266;-0.284;-0.392;-0.291;0.062;325
1.555;0.065;0.008;0.000;0.5;reg:squarederror;100;3;3;0.5;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.256;-0.265;-0.277;-0.367;-0.291;0.044;326
4.895;0.080;0.020;0.005;0.8;reg:squarederror;100;10;7;0.001;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.277;-0.293;-0.284;-0.319;-0.293;0.016;327
3.520;0.041;0.019;0.001;1.0;reg:squarederror;100;10;7;0.001;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.277;-0.293;-0.285;-0.318;-0.293;0.016;328
5.239;0.084;0.019;0.004;0.8;reg:squarederror;100;3;7;0.001;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.277;-0.293;-0.284;-0.319;-0.293;0.016;329
4.803;0.111;0.020;0.004;0.7;reg:squarederror;100;3;7;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.277;-0.293;-0.284;-0.319;-0.293;0.016;330
3.677;0.105;0.016;0.006;1.0;reg:squarederror;100;5;5;0.001;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.277;-0.294;-0.283;-0.319;-0.293;0.016;331
2.163;0.056;0.017;0.001;0.8;reg:squarederror;100;10;5;0.001;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.277;-0.293;-0.285;-0.319;-0.293;0.016;332
5.123;0.055;0.021;0.003;1.0;reg:squarederror;100;10;7;0.001;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.278;-0.293;-0.283;-0.320;-0.293;0.016;333
1.703;0.050;0.009;0.001;0.7;reg:squarederror;100;5;3;0.001;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.277;-0.293;-0.285;-0.319;-0.293;0.016;334
3.276;0.172;0.024;0.006;0.7;reg:squarederror;100;10;5;0.001;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.277;-0.293;-0.285;-0.319;-0.293;0.016;335
1.732;0.057;0.012;0.003;0.8;reg:squarederror;100;10;3;0.001;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.277;-0.293;-0.285;-0.319;-0.294;0.016;336
3.746;0.077;0.016;0.003;0.8;reg:squarederror;100;5;7;0.001;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.277;-0.293;-0.285;-0.319;-0.294;0.016;337
1.956;0.266;0.019;0.012;1.0;reg:squarederror;100;3;3;0.001;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.277;-0.293;-0.285;-0.319;-0.294;0.016;338
1.522;0.018;0.015;0.003;0.7;reg:squarederror;100;10;3;0.001;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.277;-0.293;-0.285;-0.319;-0.294;0.016;339
1.757;0.126;0.014;0.001;0.5;reg:squarederror;100;3;3;0.001;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.277;-0.293;-0.285;-0.319;-0.294;0.016;340
3.862;0.097;0.014;0.002;1.0;reg:squarederror;100;3;5;0.001;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 1.0};-0.278;-0.294;-0.283;-0.320;-0.294;0.016;341
